股票代號,公司名稱
/044083,晶豪科永豐13購02
/044084,晶豪科永豐13購03
/044085,健策永豐13購01
/044086,世芯永豐13購03
/044087,世芯永豐14購01
/044088,矽格永豐13購01
/044089,達方永豐13購01
/044090,玉山金康和19購01
/044091,台新金康和19購01
/044092,大立光康和23購01
/044093,大成鋼第一19購01
/044094,鴻海第一23購01
/044095,鴻海第一29購01
/044096,富邦金第一29購01
/044097,國泰金第一29購01
/044098,聯電凱基16購02
/044099,國巨凱基14購03
/044100,台積電凱基13購18
/044101,台積電凱基14購09
/044102,華邦電凱基15購01
/044103,華邦電凱基15購02
/044104,宏碁凱基14購01
/044105,金像電凱基14購01
/044106,南亞科凱基14購03
/044107,偉詮電凱基14購01
/044108,國泰金凱基15購02
/044109,欣興凱基13購03
/044110,景碩凱基14購02
/044111,玉晶光凱基16購01
/044112,健策凱基15購01
/044113,天鈺凱基16購01
/044114,祥碩凱基13購03
/044115,祥碩凱基16購01
/044116,矽創凱基13購07
/044117,世紀鋼凱基15購01
/044118,臺股指凱基17購02
/044119,大成統一13購01
/044120,中鋼統一15購04
/044121,台積電統一14購06
/044122,聯發科統一14購06
/044123,宏達電統一15購01
/044124,晶豪科統一14購07
/044125,晶豪科統一15購02
/044126,晶豪科統一16購01
/044127,晶豪科統一16購02
/044128,創意統一13購01
/044129,同欣電統一14購05
/044130,偉詮電元富13購01
/044131,長榮航元富13購03
/044132,晶豪科元富13購01
/044133,上緯控元富19購01
/044134,T50反1群益15購03
/044135,亞泥群益14購01
/044136,卜蜂群益13購01
/044137,台聚群益13購01
/044138,大亞群益13購01
/044139,東聯群益13購01
/044140,第一銅群益13購01
/044141,南帝群益13購02
/044142,鴻海群益15購03
/044143,鴻海群益15購04
/044144,仁寶群益13購01
/044145,台積電群益16購01
/044146,王品群益15購01
/044147,國泰金群益13購01
/044148,玉山金群益15購01
/044149,農林群益15購01
/044150,潤泰全群益13購01
/044151,晶豪科群益13購02
/044152,文曄群益14購01
/044153,創意群益13購03
/044154,創意群益14購02
/044155,群創群益13購05
/044156,群創群益14購05
/044157,健策群益13購01
/044158,祥碩群益13購04
/044159,盛群群益13購02
/044160,台表科群益13購01
/044161,啟碁群益13購02
/044162,晶碩群益13購01
/044163,和潤群益14購01
/044164,AES群益15購01
/044165,南茂群益13購02
/044166,滬深2X國票14購01
/044167,國喬國票14購01
/044168,中鋼國票14購01
/044169,上銀國票14購01
/044170,華泰國票14購01
/044171,矽統國票14購01
/044172,富邦金國票15購01
/044173,台新金國票14購01
/044174,新光金國票13購01
/044175,新光金國票14購01
/044176,晶豪科國票13購01
/044177,晶豪科國票13購02
/044178,晶豪科國票14購01
/044179,晶技國票14購01
/044180,健策國票14購01
/044181,佳凌國票14購01
/044182,台郡國票14購01
/044183,同欣電國票14購01
/044184,寶成國票14購01
/044185,晶豪科富邦15購01
/044186,玉晶光富邦15購01
/044187,捷敏富邦15購01
/044188,台灣50元大14購09
/044189,台灣50元大14購10
/044190,台灣50元大14購12
/044191,台灣50元大14購16
/044192,滬深2X元大14購06
/044193,滬深2X元大14購07
/044194,A50正2元大14購02
/044195,國巨元大14購04
/044196,偉詮電元大13購05
/044197,偉詮電元大17購01
/044198,裕民元大13購08
/044199,裕民元大13購09
/044200,裕民元大15購02
/044201,富邦金元大13購05
/044202,富邦金元大15購01
/044203,富邦金元大19購01
/044204,國泰金元大13購02
/044205,國泰金元大13購03
/044206,國泰金元大15購01
/044207,開發金元大15購02
/044208,晶豪科元大13購08
/044209,晶豪科元大13購09
/044210,晶豪科元大17購01
/044211,晶豪科元大19購01
/044212,世芯元大13購07
/044213,祥碩元大13購09
/044214,祥碩元大13購10
/044215,祥碩元大19購01
/044216,矽格元大15購01
/044217,同欣電元大13購15
/044218,晶碩元大13購02
/044219,晶碩元大13購03
/044220,惠特元大13購02
/044221,矽創元大13購09
/044222,潤泰新元大13購02
/044223,國喬中信14購01
/044224,中鋼中信13購01
/044225,台新金中信13購01
/044226,晶豪科中信13購01
/044227,新光鋼國泰15購01
/044228,允強國泰19購01
/044229,聯電國泰15購04
/044230,聯電國泰15購05
/044231,聯電國泰15購06
/044232,國巨國泰15購02
/044233,國巨國泰15購03
/044234,長榮航國泰15購01
/044235,世芯國泰15購01
/044236,上証2X群益13購02
/044237,滬深2X群益13購01
/044238,大成鋼群益13購03
/044239,聯電群益13購13
/044240,億光群益13購01
/044241,興富發群益14購01
/044242,台航群益13購01
/044243,台航群益13購02
/044244,中信金群益13購01
/044245,晶豪科群益15購02
/044246,晶豪科群益16購01
/044247,奇鋐群益13購01
/044248,玉晶光群益14購02
/044249,創意群益13購04
/044250,泰鼎群益13購01
/044251,佳凌群益13購01
/044252,佳凌群益13購02
/044253,祥碩群益13購05
/044254,祥碩群益13購06
/044255,彩晶群益13購02
/044256,帆宣群益14購01
/044257,中興電兆豐15購01
/044258,富邦金兆豐13購01
/044259,景碩兆豐13購03
/044260,中鋼麥證16購01
/044261,盛餘麥證13購01
/044262,台航麥證13購01
/044263,晶碩麥證13購01
/044264,道瓊反凱基15購02
/044265,信錦凱基13購01
/044266,士紙凱基14購01
/044267,聯電凱基14購08
/044268,鴻海凱基13購13
/044269,鴻海凱基14購04
/044270,台積電凱基14購10
/044271,台積電凱基14購11
/044272,華碩凱基15購01
/044273,微星凱基14購01
/044274,凌陽凱基13購03
/044275,凌陽凱基14購01
/044276,聯發科凱基13購14
/044277,可成凱基14購02
/044278,中工凱基14購01
/044279,興富發凱基13購02
/044280,台航凱基15購01
/044281,晶豪科凱基14購03
/044282,聯詠凱基14購02
/044283,聯詠凱基14購03
/044284,聯詠凱基18購02
/044285,世芯凱基15購01
/044286,瑞儀凱基15購01
/044287,台表科凱基15購01
/044288,長興永豐13購01
/044289,聯電永豐13購04
/044290,國巨永豐13購01
/044291,華泰永豐13購01
/044292,台積電永豐13購03
/044293,旺宏永豐13購02
/044294,正崴永豐13購01
/044295,偉詮電永豐13購01
/044296,全新永豐13購01
/044297,台航永豐13購01
/044298,台航永豐13購02
/044299,潤泰全永豐13購01
/044300,神基永豐13購01
/044301,奇鋐永豐13購01
/044302,玉晶光永豐13購01
/044303,玉晶光永豐13購02
/044304,世芯永豐13購04
/044305,泰鼎永豐13購02
/044306,天鈺永豐13購03
/044307,晶心科永豐13購01
/044308,大成鋼康和13購01
/044309,鴻海康和19購01
/044310,台積電康和19購01
/044311,台積電康和19購02
/044312,聯發科康和15購01
/044313,台航康和13購01
/044314,晶碩康和13購01
/044315,中鋼統一14購02
/044316,台達電統一15購01
/044317,台積電統一15購07
/044318,台積電統一15購08
/044319,台航統一14購01
/044320,嘉晶統一14購04
/044321,矽創統一14購04
/044322,潤泰新統一13購01
/044323,聯電元富13購01
/044324,聯電元富14購01
/044325,友達元富13購03
/044326,友達元富13購04
/044327,聯發科元富13購03
/044328,台航元富13購01
/044329,台航元富13購02
/044330,世芯元富14購01
/044331,中鋼富邦14購01
/044332,聯電富邦14購04
/044333,華碩富邦14購01
/044334,友達富邦14購01
/044335,國泰金富邦14購02
/044336,同欣電富邦16購01
/044337,南茂富邦14購01
/044338,潤泰新富邦14購01
/044339,T50正2元大15購01
/044340,T50正2元大15購02
/044341,上証2X元大14購03
/044342,滬深2X元大14購09
/044343,國喬元大13購03
/044344,國喬元大15購01
/044345,中砂元大13購01
/044346,亞德客元大13購05
/044347,亞德客元大17購01
/044348,鑫永銓元大15購01
/044349,聯電元大19購01
/044350,台光電元大13購04
/044351,台光電元大13購05
/044352,聯發科元大15購01
/044353,聯發科元大17購01
/044354,聯發科元大19購01
/044355,台航元大13購02
/044356,台航元大15購01
/044357,台航元大17購01
/044358,慧洋元大14購02
/044359,慧洋元大17購01
/044360,玉山金元大13購01
/044361,台新金元大13購01
/044362,潤泰全元大17購01
/044363,健和興元大14購02
/044364,世芯元大17購01
/044365,世芯元大19購01
/044366,晶碩元大14購01
/044367,捷敏元大15購02
/044368,美德醫元大13購01
/044369,潤泰新元大17購01
/044370,臺股指元大14購04
/044371,臺股指元大14購05
/044372,臺股指元大14購06
/044373,臺股指元大14購07
/044374,臺股指元大15購03
/044375,T50反1國泰17購01
/044376,鉅祥國泰15購01
/044377,聯茂國泰15購01
/044378,愛普國泰15購01
/044379,高股息中信13購01
/044380,道瓊反中信15購01
/044381,聯電中信15購02
/044382,富邦金中信14購01
/044383,開發金中信14購01
/044384,潤泰新中信15購01
/044385,T50正2永豐13購01
/044386,上証2X永豐13購01
/044387,亞德客永豐13購01
/044388,大亞永豐13購02
/044389,聯電永豐13購05
/044390,鴻海永豐13購02
/044391,智邦永豐13購01
/044392,欣興永豐13購02
/044393,華晶科永豐13購01
/044394,創意永豐13購02
/044395,祥碩永豐13購01
/044396,同欣電永豐13購03
/044397,惠特永豐13購01
/044398,T50正2凱基14購02
/044399,亞德客凱基16購01
/044400,聯電凱基15購05
/044401,台積電凱基13購19
/044402,矽統凱基15購01
/044403,友達凱基14購03
/044404,聯發科凱基13購15
/044405,全新凱基14購01
/044406,瑞軒凱基13購01
/044407,裕民凱基14購04
/044408,裕民凱基14購05
/044409,富邦金凱基13購02
/044410,新光金凱基15購02
/044411,潤泰全凱基15購01
/044412,奇鋐凱基14購01
/044413,群創凱基15購01
/044414,泰鼎凱基14購01
/044415,祥碩凱基14購02
/044416,盛群凱基15購01
/044417,同欣電凱基14購02
/044418,晶心科凱基13購03
/044419,潤泰新凱基15購01
/044420,滬深2X兆豐15購01
/044421,A50正2兆豐15購01
/044422,國泰金兆豐14購01
/044423,世芯兆豐14購02
/044424,台達化群益14購01
/044425,聚陽群益14購01
/044426,宏泰群益13購01
/044427,和益群益14購01
/044428,國巨群益14購01
/044429,凌陽群益13購01
/044430,凌陽群益14購01
/044431,聯發科群益13購05
/044432,聯發科群益13購06
/044433,裕民群益13購04
/044434,新光金群益14購01
/044435,聯陽群益13購01
/044436,聯詠群益13購03
/044437,聯詠群益13購04
/044438,晶技群益13購02
/044439,群創群益13購06
/044440,群創群益15購03
/044441,台郡群益15購01
/044442,晶心科群益14購01
/044443,聯電麥證15購01
/044444,台積電麥證13購04
/044445,矽統麥證13購01
/044446,滬深2X元大14購08
/044447,滬深2X元大14購10
/044448,A50正2元大14購03
/044449,台聚元大13購03
/044450,華新元大13購04
/044451,國巨元大14購05
/044452,國巨元大14購06
/044453,台積電元大13購28
/044454,台積電元大13購29
/044455,台積電元大15購06
/044456,矽統元大14購02
/044457,矽統元大15購02
/044458,超豐元大13購03
/044459,京元電元大13購05
/044460,全新元大13購04
/044461,鉅祥元大13購02
/044462,鉅祥元大17購01
/044463,國泰金元大13購04
/044464,晶豪科元大13購10
/044465,大立光元大13購05
/044466,大立光元大13購06
/044467,大立光元大15購02
/044468,聯詠元大13購16
/044469,欣興元大19購01
/044470,景碩元大17購01
/044471,景碩元大19購01
/044472,玉晶光元大13購07
/044473,玉晶光元大13購08
/044474,創意元大13購03
/044475,創意元大17購01
/044476,松翰元大13購02
/044477,晶碩元大17購01
/044478,南電元大19購01
/044479,凌陽國票14購01
/044480,全新國票14購01
/044481,台航國票13購01
/044482,台航國票13購02
/044483,台航國票14購01
/044484,奇鋐國票14購01
/044485,玉晶光國票13購02
/044486,泰鼎國票14購01
/044487,台表科國票14購01
/044488,台積電富邦16購03
/044489,裕民富邦14購01
/044490,群創富邦14購03
/044491,晶心科富邦14購01
/044492,大亞統一14購02
/044493,中鋼統一14購03
/044494,大成鋼統一14購06
/044495,聯電統一14購13
/044496,聯電統一15購05
/044497,聯電統一16購01
/044498,國巨統一15購02
/044499,技嘉統一13購01
/044500,凌陽統一14購01
/044501,南亞科統一15購02
/044502,京元電統一15購02
/044503,義隆統一15購01
/044504,台航統一14購02
/044505,慧洋統一14購05
/044506,晶豪科統一14購08
/044507,華晶科統一14購02
/044508,景碩統一16購01
/044509,創意統一15購01
/044510,創意統一15購02
/044511,世芯統一15購04
/044512,貿聯統一13購01
/044513,彩晶統一15購02
/044514,台表科統一13購01
/044515,T50反1元富16購01
/044516,亞聚元富14購01
/044517,大亞元富14購01
/044518,國巨元富16購01
/044519,台積電元富16購01
/044520,台積電元富16購02
/044521,鴻準元富13購01
/044522,聯發科元富15購01
/044523,裕民元富16購01
/044524,裕民元富16購02
/044525,潤泰全元富13購01
/044526,潤泰全元富16購01
/044527,健和興元富16購01
/044528,健和興元富16購02
/044529,健和興元富16購03
/044530,大立光元富16購01
/044531,大立光元富16購02
/044532,華立元富16購01
/044533,嘉晶元富16購01
/044534,亞光元富14購01
/044535,景碩元富16購01
/044536,景碩元富16購02
/044537,玉晶光元富16購01
/044538,世芯元富13購03
/044539,祥碩元富13購02
/044540,祥碩元富15購01
/044541,祥碩元富16購01
/044542,晶碩元富14購01
/044543,愛普元富14購02
/044544,矽統國泰15購01
/044545,矽統國泰15購02
/044546,台新金國泰15購01
/044547,景碩國泰15購02
/044548,泰鼎國泰15購01
/044549,華新中信14購01
/044550,矽統中信14購01
/044551,祥碩中信14購01
/044552,晶碩中信14購01
/044553,南茂中信13購01
/044554,台泥永豐13購01
/044555,亞聚永豐13購01
/044556,喬山永豐13購01
/044557,中鋼永豐13購03
/044558,大成鋼永豐13購02
/044559,聯電永豐13購06
/044560,敬鵬永豐13購01
/044561,矽統永豐13購01
/044562,微星永豐13購01
/044563,強茂永豐13購01
/044564,大立光永豐13購02
/044565,華立永豐13購01
/044566,景碩永豐13購02
/044567,欣陸永豐13購01
/044568,泰鼎永豐13購03
/044569,瀚宇博永豐13購01
/044570,松翰永豐13購01
/044571,愛普永豐13購02
/044572,晶心科永豐13購02
/044573,南茂永豐13購02
/044574,聯電第一19購01
/044575,統一凱基13購01
/044576,聯電凱基14購09
/044577,聯電凱基19購01
/044578,智邦凱基13購02
/044579,強茂凱基15購02
/044580,台航凱基13購01
/044581,台航凱基15購02
/044582,長榮航凱基14購03
/044583,晶豪科凱基13購02
/044584,晶豪科凱基14購04
/044585,大立光凱基15購01
/044586,華立凱基15購01
/044587,亞光凱基14購01
/044588,景碩凱基16購02
/044589,世芯凱基13購02
/044590,晶碩凱基15購01
/044591,愛普凱基14購02
/044592,AES凱基15購01
/044593,致新凱基14購02
/044594,大亞康和13購01
/044595,奇鋐康和13購01
/044596,台勝科康和13購01
/044597,聯茂康和15購01
/044598,台達化兆豐13購01
/044599,台積電兆豐14購01
/044600,旺宏兆豐14購02
/044601,健和興兆豐13購01
/044602,文曄兆豐13購01
/044603,聯電麥證13購04
/044604,聯電麥證16購01
/044605,華通麥證13購01
/044606,台郡麥證13購01
/044607,同欣電麥證14購01
/044608,亞泥元大13購02
/044609,寶齡元大13購01
/044610,聯電元大15購08
/044611,台積電元大13購30
/044612,台積電元大15購07
/044613,台積電元大17購01
/044614,宏碁元大13購03
/044615,友達元大13購13
/044616,友達元大13購14
/044617,強茂元大13購09
/044618,強茂元大15購01
/044619,強茂元大17購01
/044620,長榮航元大14購03
/044621,長榮航元大15購02
/044622,長榮航元大19購01
/044623,國泰金元大19購01
/044624,晶豪科元大13購11
/044625,聯詠元大15購03
/044626,景碩元大13購10
/044627,景碩元大17購02
/044628,世芯元大15購02
/044629,泰鼎元大13購01
/044630,盛群元大13購01
/044631,同欣電元大13購17
/044632,同欣電元大15購03
/044633,愛普元大17購01
/044634,道瓊反群益19購01
/044635,大成鋼群益13購04
/044636,大成鋼群益13購05
/044637,大成鋼群益14購02
/044638,聯電群益14購06
/044639,聯電群益14購07
/044640,聯電群益14購08
/044641,台積電群益15購06
/044642,台積電群益15購07
/044643,精英群益13購01
/044644,智邦群益13購01
/044645,微星群益14購01
/044646,威盛群益13購01
/044647,南亞科群益13購02
/044648,友達群益13購06
/044649,鉅祥群益14購02
/044650,強茂群益14購01
/044651,欣興群益15購01
/044652,泰鼎群益13購02
/044653,泰鼎群益13購03
/044654,嘉聯益群益13購01
/044655,聯茂群益13購01
/044656,愛普群益14購01
/044657,台灣50統一16購01
/044658,榮成統一14購03
/044659,聯電統一14購14
/044660,聯電統一16購02
/044661,台積電統一16購01
/044662,華邦電統一15購02
/044663,矽統統一15購01
/044664,凌陽統一14購02
/044665,偉詮電統一15購01
/044666,強茂統一14購05
/044667,強茂統一15購01
/044668,晶豪科統一15購03
/044669,聯詠統一14購08
/044670,景碩統一16購02
/044671,玉晶光統一15購01
/044672,泰鼎統一14購01
/044673,泰鼎統一15購01
/044674,聯電元富13購02
/044675,聯電元富13購03
/044676,台積電元富16購03
/044677,台積電元富19購01
/044678,矽統元富19購01
/044679,偉詮電元富13購02
/044680,強茂元富15購01
/044681,大立光元富13購03
/044682,大立光元富13購04
/044683,欣興元富16購01
/044684,欣興元富19購01
/044685,同欣電元富14購02
/044686,台表科元富16購01
/044687,惠特元富13購01
/044688,宏泰國票14購01
/044689,中鋼國票14購02
/044690,智邦國票14購01
/044691,興勤國票14購01
/044692,農林國票14購01
/044693,潤泰全國票14購01
/044694,帆宣國票14購01
/044695,盛群國票14購01
/044696,南茂國票14購01
/044697,聯電富邦16購01
/044698,永光永豐13購02
/044699,中鋼永豐13購04
/044700,聯電永豐13購07
/044701,台積電永豐13購04
/044702,順德永豐13購01
/044703,矽統永豐13購02
/044704,潤泰全永豐13購02
/044705,晶豪科永豐13購04
/044706,聯詠永豐13購02
/044707,文曄永豐13購01
/044708,玉晶光永豐13購03
/044709,世芯永豐14購02
/044710,康普永豐13購01
/044711,康普永豐13購02
/044712,崇越永豐13購01
/044713,騰輝電永豐13購01
/044714,南電永豐13購02
/044715,潤泰新永豐13購01
/044716,滬深2X中信13購04
/044717,聯電中信14購01
/044718,華泰中信13購01
/044719,富邦金中信14購02
/044720,泰鼎中信13購01
/044721,聯電兆豐15購02
/044722,順德兆豐13購01
/044723,偉詮電兆豐13購01
/044724,超豐兆豐15購01
/044725,景碩兆豐14購01
/044726,聯電康和13購02
/044727,聯電康和13購03
/044728,聯電康和15購01
/044729,聯電國泰15購07
/044730,鴻海國泰15購01
/044731,鴻海國泰15購02
/044732,鴻海國泰15購03
/044733,台積電國泰15購02
/044734,台積電國泰16購02
/044735,潤泰全國泰15購01
/044736,南電國泰15購02
/044737,潤泰新國泰15購03
/044738,聯電第一19購02
/044739,台積電第一19購01
/044740,台積電第一19購02
/044741,台灣50凱基13購08
/044742,儒鴻凱基14購01
/044743,鴻海凱基18購01
/044744,華泰凱基14購01
/044745,矽統凱基15購02
/044746,超豐凱基14購01
/044747,潤泰全凱基16購02
/044748,晶豪科凱基17購01
/044749,欣興凱基15購03
/044750,玉晶光凱基13購05
/044751,健策凱基14購01
/044752,世芯凱基16購01
/044753,康普凱基13購02
/044754,康普凱基15購02
/044755,天鈺凱基13購07
/044756,同欣電凱基14購03
/044757,康舒凱基15購01
/044758,騰輝電凱基15購01
/044759,矽創凱基13購08
/044760,鴻準麥證15購01
/044761,晶豪科麥證14購01
/044762,晶碩麥證13購02
/044763,台灣50群益14購02
/044764,東鋼群益13購01
/044765,東鋼群益13購02
/044766,國巨群益13購08
/044767,國巨群益14購02
/044768,華邦電群益13購02
/044769,華邦電群益13購03
/044770,偉詮電群益13購01
/044771,超豐群益13購01
/044772,可成群益13購01
/044773,富邦金群益13購01
/044774,富邦金群益13購02
/044775,國泰金群益14購01
/044776,潤泰全群益14購01
/044777,大立光群益15購03
/044778,景碩群益15購04
/044779,景碩群益15購05
/044780,康普群益14購02
/044781,康普群益14購03
/044782,臻鼎群益13購01
/044783,松翰群益13購01
/044784,松翰群益13購02
/044785,盛群群益14購01
/044786,盛群群益14購02
/044787,晶碩群益13購02
/044788,惠特群益14購01
/044789,致新群益13購02
/044790,致新群益14購01
/044791,明基材群益14購02
/044792,新光鋼統一14購02
/044793,聯電統一14購15
/044794,聯電統一15購06
/044795,聯電統一15購07
/044796,台積電統一15購09
/044797,台積電統一15購10
/044798,台積電統一16購02
/044799,矽統統一16購01
/044800,強茂統一15購02
/044801,聯詠統一14購09
/044802,景碩統一15購01
/044803,康普統一13購02
/044804,康普統一15購01
/044805,康普統一15購02
/044806,康普統一15購03
/044807,康普統一16購01
/044808,康普統一16購02
/044809,泰鼎統一15購02
/044810,泰鼎統一16購01
/044811,松翰統一15購01
/044812,矽創統一15購01
/044813,南電統一15購01
/044814,聯電元富14購02
/044815,聯電元富15購02
/044816,聯電元富16購01
/044817,台積電元富16購04
/044818,台積電元富16購05
/044819,景碩元富16購03
/044820,康普元富16購01
/044821,中鋼台新13購01
/044822,景碩台新13購01
/044823,日月光台新13購01
/044824,東鋼國票14購01
/044825,宏碁國票13購04
/044826,景碩國票14購02
/044827,創意國票14購01
/044828,台勝科國票14購01
/044829,松翰國票14購01
/044830,矽格國票14購02
/044831,晶碩國票14購01
/044832,南電國票14購01
/044833,百和國票14購01
/044834,潤泰新國票14購01
/044835,道瓊反富邦13購01
/044836,台積電富邦16購04
/044837,創意富邦15購02
/044838,台郡富邦14購01
/044839,中鋼元大17購01
/044840,中鋼元大19購01
/044841,聯電元大17購01
/044842,聯電元大19購02
/044843,國巨元大13購09
/044844,國巨元大13購10
/044845,國巨元大15購01
/044846,台積電元大13購31
/044847,台積電元大13購32
/044848,鴻準元大13購03
/044849,矽統元大13購02
/044850,菱生元大13購03
/044851,微星元大13購02
/044852,台光電元大13購06
/044853,友達元大13購15
/044854,友達元大13購16
/044855,偉詮電元大17購02
/044856,立隆電元大13購01
/044857,美食元大13購03
/044858,開發金元大13購02
/044859,欣興元大17購01
/044860,景碩元大15購01
/044861,創意元大13購04
/044862,創意元大15購01
/044863,世芯元大13購09
/044864,康普元大13購02
/044865,康普元大15購01
/044866,康普元大17購01
/044867,界霖元大13購02
/044868,崇越元大14購01
/044869,盛群元大15購01
/044870,力成元大13購02
/044871,同欣電元大13購18
/044872,台表科元大13購04
/044873,台表科元大15購01
/044874,台表科元大17購01
/044875,愛普元大13購10
/044876,愛普元大17購02
/044877,愛普元大19購01
/044878,晶心科元大13購04
/044879,晶心科元大15購01
/044880,潤泰新元大15購01
/044881,聯發科國泰15購02
/044882,健和興國泰15購02
/044883,聯詠國泰15購01
/044884,晶碩國泰15購02
/044885,聯發科中信15購01
/044886,矽創中信14購01
/044887,祥碩兆豐15購01
/044888,潤泰新兆豐14購01
/044889,第一銅永豐13購01
/044890,聯電永豐13購08
/044891,光罩永豐13購02
/044892,英業達永豐13購01
/044893,友達永豐13購03
/044894,大榮永豐13購01
/044895,群創永豐13購03
/044896,世芯永豐14購03
/044897,彩晶永豐13購01
/044898,矽創永豐13購02
/044899,美德醫永豐13購01
/044900,A50正2群益13購03
/044901,中鋼群益14購03
/044902,聯電群益14購09
/044903,聯電群益14購10
/044904,鴻海群益13購06
/044905,友達群益13購07
/044906,興勤群益13購01
/044907,台航群益13購03
/044908,神基群益13購01
/044909,華立群益13購01
/044910,欣興群益14購02
/044911,欣興群益15購02
/044912,創意群益13購05
/044913,新唐群益14購04
/044914,和碩群益15購01
/044915,台郡群益13購04
/044916,潤泰新群益13購01
/044917,潤泰新群益14購01
/044918,中鋼康和13購01
/044919,鴻海康和15購01
/044920,欣興康和13購01
/044921,T50正2元大14購01
/044922,T50正2元大14購02
/044923,儒鴻元大13購04
/044924,台玻元大13購01
/044925,台玻元大15購01
/044926,中鋼元大13購07
/044927,中鋼元大17購02
/044928,大成鋼元大15購02
/044929,大成鋼元大15購03
/044930,大成鋼元大17購01
/044931,鴻海元大15購01
/044932,鴻海元大19購01
/044933,台積電元大13購34
/044934,台積電元大17購02
/044935,精英元大13購02
/044936,金像電元大13購05
/044937,友達元大17購01
/044938,聯發科元大13購12
/044939,聯發科元大15購02
/044940,強茂元大13購10
/044941,強茂元大13購11
/044942,台航元大13購03
/044943,台新金元大13購02
/044944,潤泰全元大15購02
/044945,健和興元大13購04
/044946,晶豪科元大13購12
/044947,欣興元大15購01
/044948,欣興元大17購02
/044949,晶技元大13購05
/044950,晶技元大15購01
/044951,景碩元大13購11
/044952,康普元大13購04
/044953,新唐元大13購09
/044954,新唐元大15購02
/044955,新唐元大19購01
/044956,泰鼎元大13購02
/044957,祥碩元大13購12
/044958,聯茂元大13購02
/044959,聯茂元大15購01
/044960,騰輝電元大13購02
/044961,永光凱基13購01
/044962,喬山凱基13購01
/044963,中鋼凱基13購08
/044964,中鋼凱基14購05
/044965,春源凱基15購02
/044966,上銀凱基14購01
/044967,聯電凱基13購18
/044968,台積電凱基13購20
/044969,台積電凱基13購21
/044970,光罩凱基13購04
/044971,宏碁凱基13購02
/044972,金像電凱基14購02
/044973,微星凱基16購01
/044974,健和興凱基15購01
/044975,景碩凱基14購03
/044976,世芯凱基14購03
/044977,康普凱基14購01
/044978,新唐凱基14購03
/044979,新唐凱基15購01
/044980,新唐凱基17購01
/044981,臻鼎凱基13購01
/044982,崇越凱基14購01
/044983,盛群凱基14購01
/044984,愛普凱基15購01
/044985,南電凱基15購02
/044986,南茂凱基13購02
/044987,南茂凱基13購03
/044988,臺股指凱基14購07
/044989,臺股指凱基16購03
/044990,亞聚國票14購01
/044991,聯電國票13購07
/044992,聯電國票13購08
/044993,聯電國票14購03
/044994,聯電國票15購02
/044995,台積電國票16購01
/044996,光罩國票14購02
/044997,國泰金國票14購02
/044998,亞光國票13購02
/044999,矽創國票14購01
/045000,台積電富邦15購06
/045001,華新科富邦14購01
/045002,台航富邦13購01
/045003,健和興富邦14購01
/045004,新唐富邦15購01
/045005,聯茂富邦14購01
/045006,南電富邦15購01
/045007,華通統一15購01
/045008,台積電統一14購07
/045009,台積電統一15購11
/045010,光罩統一15購03
/045011,友達統一13購05
/045012,長榮航統一15購02
/045013,群創統一14購11
/045014,世芯統一16購01
/045015,新唐統一14購05
/045016,新唐統一14購06
/045017,新唐統一14購07
/045018,新唐統一15購02
/045019,新唐統一15購03
/045020,新唐統一15購04
/045021,新唐統一15購05
/045022,新唐統一15購06
/045023,GIS統一15購01
/045024,惠特統一15購01
/045025,矽創統一15購02
/045026,南電統一15購02
/045027,南電統一15購03
/045028,臺股指統一13購03
/045029,中鋼元富13購04
/045030,中鋼元富14購01
/045031,中鋼元富15購01
/045032,台積電元富16購06
/045033,光罩元富16購01
/045034,慧洋元富13購01
/045035,新唐元富16購01
/045036,新唐元富19購01
/045037,台郡元富16購01
/045038,矽創元富13購05
/045039,南電元富13購05
/045040,南電元富13購06
/045041,友達國泰15購02
/045042,友達國泰16購02
/045043,日月光國泰15購01
/045044,泰鼎國泰15購02
/045045,同欣電國泰15購01
/045046,同欣電永豐13購04
/045047,榮成兆豐13購01
/045048,玉晶光兆豐13購03
/045049,友達中信15購01
/045050,欣興中信13購02
/045051,盛群中信14購01
/045052,中鋼統一13購01
/045053,泰鼎統一15購03
/045054,泰鼎統一15購04
/045055,同欣電統一14購06
/045056,晶碩統一13購02
/045057,上証2X元富13購01
/045058,可成元富13購01
/045059,可成元富13購02
/045060,群創元富14購01
/045061,群創元富15購01
/045062,同欣電元富16購01
/045063,中鋼康和13購02
/045064,鴻海康和14購01
/045065,台積電康和13購03
/045066,台積電康和13購04
/045067,台積電康和19購03
/045068,華邦電康和13購01
/045069,聯發科康和15購02
/045070,聯詠康和13購01
/045071,聯詠麥證13購02
/045072,群創麥證13購01
/045073,上証2X凱基14購01
/045074,滬深2X凱基14購03
/045075,臺指反凱基15購02
/045076,台塑凱基15購01
/045077,亞德客凱基13購02
/045078,聯電凱基13購19
/045079,聯電凱基13購20
/045080,仁寶凱基15購01
/045081,國巨凱基13購08
/045082,矽統凱基13購03
/045083,友達凱基13購10
/045084,裕民凱基13購04
/045085,裕民凱基14購06
/045086,大榮凱基14購01
/045087,富邦金凱基14購01
/045088,群創凱基13購11
/045089,新唐凱基14購04
/045090,泰鼎凱基14購02
/045091,上海銀凱基13購01
/045092,同欣電凱基13購08
/045093,晶心科凱基15購01
/045094,騰輝電凱基13購02
/045095,南電凱基14購01
/045096,南電凱基14購02
